Site,Year,CalendarDate,A.Temp,W.Temp,Time,Mass,PL,Sex,Recapture,Aggression,Shell,Bin.Shell,Start,Move,Code,for.veg.100,for.veg.200,for.veg.300,for.veg.400,for.veg.500,for.veg.600,for.veg.700,for.veg.800,for.veg.900,for.veg.1000,wet.100,wet.200,wet.300,wet.400,wet.500,wet.600,wet.700,wet.800,wet.900,wet.1000,agri.100,agri.200,agri.300,agri.400,agri.500,agri.600,agri.700,agri.800,agri.900,agri.1000,urban.100,urban.200,urban.300,urban.400,urban.500,urban.600,urban.700,urban.800,urban.900,urban.1000,water.100,water.200,water.300,water.400,water.500,water.600,water.700,water.800,water.900,water.1000,Dummy
F,2021,187,25,23.2,11.16666667,75,77,NA,N,0,NA,NA,NA,NA,G,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22,11.68333333,300,102,M,N,2,105,1,120,84,AGQ,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22,11.9,250,111,M,N,0,26,1,26,60,AGT,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22,12.41666667,175,102,M,N,1,0,0,28,122,AGU,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,13.7,560,150,F,N,0,0,0,95,44,AGUV,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,13.8,440,139,F,N,3,0,0,134,61,AGV,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,13.93333333,275,122,M,N,0,600,1,NA,NA,AGW,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,14,225,118,M,N,0,0,0,92,25,AGX,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,14.1,210,112,M,N,0,0,0,23,81,AGY,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,14.21666667,190,106,M,N,1,0,0,14,154,AHH,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,14.53333333,510,144,F,N,0,193,1,205,35,AAH,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,14.66666667,310,132,M,N,3,0,0,0,164,AHI,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,14.78333333,325,125,M,N,2,0,0,13,114,AHJ,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,15.08333333,300,126,M,N,1,0,0,10,60,AHK,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,15.16666667,270,121,M,N,1,103,1,108,50,AHL,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,188,16,22.2,15.23333333,250,117,M,N,1,83,1,100,32,AHN,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,189,17,NA,10.65,150,97,M,N,2,0,0,32,159,AHO (2),1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,189,17,NA,10.76666667,450,127,M,N,3,0,0,34,60,AHP,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,189,17,NA,10.86666667,450,136,F,N,1,0,0,10,94,AHT,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,189,17,NA,10.96666667,275,120,M,N,0,31,1,31,53,BHU (2),1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,189,17,NA,11.05,325,129,M,N,2,49,1,71,70,AHU,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,189,17,NA,11.08333333,350,116,M,N,1,0,0,0,57,AHV,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,189,17,NA,11.2,225,111,F,N,1,0,0,0,139,AHW,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,189,17,NA,11.3,225,115,F,N,0,43,1,43,109,AHY,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,189,17,NA,11.48333333,250,120,M,N,0,148,1,150,36,AIA,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,190,18,19.1,10.85,250,118,M,N,0,600,1,NA,NA,AII,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,190,18,19.1,13.08333333,300,126,M,N,2,0,0,161,38,AIJ,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
F,2021,190,18,19.1,13.11666667,300,127,F,N,0,134,1,136,95,AIK,1,1,0.993865031,0.947735192,0.86961326,0.816912335,0.774138905,0.726169844,0.695771743,0.675915649,0,0,0.006134969,0.010452962,0.015469613,0.016291699,0.011857708,0.009098787,0.007218976,0.005826859,0,0,0,0,0,0,0.000564653,0.006499133,0.007218976,0.014150943,0,0,0,0.041811847,0.114917127,0.16446858,0.197063806,0.233968804,0.265383293,0.283018868,0,0,0,0,0,0.002327386,0.016374929,0.024263432,0.024407013,0.02108768,1
G,2021,194,23,24.2,10.96666667,400,136,M,N,0,58,1,69,76,AIJ (Carp Trail),0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,194,23,24.2,11.08333333,550,146,F,N,0,0,0,0,98,AIK (Carp Trail),0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,194,23,24.2,11.16666667,325,124,M,N,0,0,0,27,136,AIL,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,194,23,24.2,11.25,300,117,M,N,2,0,0,8,57,AIN,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,194,23,24.2,11.31666667,200,110,M,N,0,0,0,62,72,AIO,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,194,23,24.2,11.4,225,112,M,N,1,0,0,18,65,AIP,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,194,23,24.2,11.48333333,125,87,M,N,0,0,0,197,126,AIQ,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,195,24,22.5,10.45,350,127,F,N,0,119,1,119,33,AIT,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,195,24,22.5,10.55,450,145,F,N,0,44,1,44,122,AIU,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,195,24,22.5,10.63333333,150,97,M,N,3,0,0,139,23,AIV,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,195,24,22.5,10.73333333,300,121,M,N,1,0,0,114,31,AIW,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,195,24,22.5,11.65,310,128,M,N,3,0,0,128,68,AIX,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,196,28,24.1,11.25,160,104,M,N,0,600,1,NA,NA,AIY,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,196,28,24.1,11.35,240,118,M,N,1,0,0,133,7,AAJ,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,196,28,24.1,11.41666667,225,113,M,N,1,0,0,0,55,AJJ,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,197,22,22.1,10.08333333,200,106,F,N,0,31,1,33,159,AJK ,0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
G,2021,197,22,22.1,10.15,75,73,NA,N,3,NA,NA,NA,NA,G (2),0.405405405,0.633802817,0.616564417,0.577854671,0.572544643,0.591679507,0.616912599,0.655097614,0.680712573,0.702868282,0,0,0,0.006920415,0.021205357,0.05624037,0.078887628,0.079392625,0.082562521,0.081314397,0,0,0,0,0,0,0,0,0,0,0.594594595,0.295774648,0.309815951,0.335640138,0.323660714,0.266563945,0.221339387,0.189154013,0.162384378,0.144806461,0,0.070422535,0.073619632,0.079584775,0.082589286,0.085516179,0.082860386,0.076355748,0.074340528,0.07101086,1
H,2021,201,23,25.5,10.43333333,375,133,F,N,0,211,1,257,99,AJL,0.5,0.787671233,0.849693252,0.888501742,0.917777778,0.934883721,0.942405421,0.908105765,0.862104539,0.822647794,0.375,0.184931507,0.085889571,0.048780488,0.031111111,0.021705426,0.015810277,0.012136974,0.009628611,0.007771302,0,0,0,0,0,0,0.003952569,0.046814044,0.08872077,0.110741049,0,0,0.052147239,0.055749129,0.046666667,0.040310078,0.035573123,0.031209363,0.038170564,0.05772967,0.125,0.02739726,0.012269939,0.006968641,0.004444444,0.003100775,0.002258611,0.001733853,0.001375516,0.001110186,1
H,2021,201,23,25.5,10.53333333,350,110,M,N,0,45,1,46,157,AJN,0.5,0.787671233,0.849693252,0.888501742,0.917777778,0.934883721,0.942405421,0.908105765,0.862104539,0.822647794,0.375,0.184931507,0.085889571,0.048780488,0.031111111,0.021705426,0.015810277,0.012136974,0.009628611,0.007771302,0,0,0,0,0,0,0.003952569,0.046814044,0.08872077,0.110741049,0,0,0.052147239,0.055749129,0.046666667,0.040310078,0.035573123,0.031209363,0.038170564,0.05772967,0.125,0.02739726,0.012269939,0.006968641,0.004444444,0.003100775,0.002258611,0.001733853,0.001375516,0.001110186,1
H,2021,201,23,25.5,10.6,375,127,F,N,1,0,0,217,35,AJO,0.5,0.787671233,0.849693252,0.888501742,0.917777778,0.934883721,0.942405421,0.908105765,0.862104539,0.822647794,0.375,0.184931507,0.085889571,0.048780488,0.031111111,0.021705426,0.015810277,0.012136974,0.009628611,0.007771302,0,0,0,0,0,0,0.003952569,0.046814044,0.08872077,0.110741049,0,0,0.052147239,0.055749129,0.046666667,0.040310078,0.035573123,0.031209363,0.038170564,0.05772967,0.125,0.02739726,0.012269939,0.006968641,0.004444444,0.003100775,0.002258611,0.001733853,0.001375516,0.001110186,1
