Site,Code,Aggression,Shell,Bin.Shell,Start,log.Start,Movement,for.veg.100,for.veg.200,for.veg.300,for.veg.400,for.veg.500,for.veg.600,for.veg.700,for.veg.800,for.veg.900,for.veg.1000,wet.100,wet.200,wet.300,wet.400,wet.500,wet.600,wet.700,wet.800,wet.900,wet.1000,agri.100,agri.200,agri.300,agri.400,agri.500,agri.600,agri.700,agri.800,agri.900,agri.1000,urban.100,urban.200,urban.300,urban.400,urban.500,urban.600,urban.700,urban.800,urban.900,urban.1000,water.100,water.200,water.300,water.400,water.500,water.600,water.700,water.800,water.900,water.1000
M,BCU,1,22,1,248,5.517452896,104,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BCV,3,0,0,102,4.634728988,136,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BCW,3,0,0,29,3.401197382,68,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BCX,0,600,1,NA,NA,NA,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BCY,0,333,1,351,5.863631176,81,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDH,1,72,1,72,4.290459441,73,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDI,2,0,0,148,5.003946306,87,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDJ,3,0,0,12,2.564949357,103,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDK,3,0,0,51,3.951243719,130,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDL,1,0,0,32,3.496507561,122,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDN,2,26,1,27,3.33220451,150,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDO,0,107,1,128,4.859812404,50,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDP,0,259,1,300,5.707110265,26,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDQ,1,5,1,5,1.791759469,86,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BCP,0,52,1,54,4.007333185,158,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDK,1,0,0,64,4.17438727,156,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDU,0,5,1,5,1.791759469,111,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDN,3,0,0,1,0.693147181,134,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDV,0,119,1,120,4.795790546,88,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDW,0,114,1,117,4.770684624,58,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDX,0,0,0,86,4.465908119,59,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDY,2,0,0,51,3.951243719,163,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHI,1,0,0,0,0,112,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHJ,0,600,1,NA,NA,NA,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHK,1,58,1,58,4.077537444,148,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHL,0,186,1,189,5.247024072,104,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDN,3,11,1,17,2.890371758,149,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHN,3,0,0,17,2.890371758,135,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHO,0,248,1,258,5.556828062,43,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHP,1,600,1,NA,NA,NA,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BCN,2,38,1,41,3.737669618,116,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHQ,3,0,0,63,4.158883083,34,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHU,2,2,1,6,1.945910149,94,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHV,1,13,1,15,2.772588722,46,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHW,2,87,1,94,4.553876892,130,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BHX,2,0,0,28,3.36729583,141,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDO,0,NA,NA,NA,NA,NA,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
M,BDX,1,NA,NA,NA,NA,NA,0.34375,0.479452055,0.62037037,0.7504363,0.817275748,0.858359133,0.881489842,0.885763739,0.890340323,0.888303769,0,0.061643836,0.086419753,0.04886562,0.031007752,0.021671827,0.018623025,0.023366508,0.020969405,0.016906874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022687609,0.035437431,0.03869969,0.037810384,0.034617049,0.033001031,0.039356984,0.65625,0.45890411,0.293209877,0.178010471,0.11627907,0.08126935,0.062076749,0.056252704,0.05568924,0.055432373
N,BHY,0,254,1,254,5.541263545,74,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIJ,2,134,1,134,4.905274778,86,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIK,1,600,1,NA,NA,NA,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIL,0,112,1,112,4.727387819,32,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIN,1,520,1,520,6.255750042,124,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIO,0,239,1,240,5.484796933,30,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIP,1,156,1,181,5.204006687,134,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIN,1,297,1,299,5.703782475,92,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIL,0,68,1,71,4.276666119,63,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIQ,0,600,1,NA,NA,NA,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BHY,0,374,1,374,5.926926026,62,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIU,0,600,1,NA,NA,NA,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIO,0,600,1,NA,NA,NA,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
N,BIP,0,165,1,165,5.111987788,87,1,1,0.891304348,0.808695652,0.7827051,0.754237288,0.746454906,0.748370274,0.753255655,0.757424369,0,0,0,0,0,0,0,0,0,0,0,0,0.049689441,0.135652174,0.170731707,0.182588598,0.192285876,0.195132551,0.193968472,0.194282542,0,0,0.059006211,0.055652174,0.046563193,0.063174114,0.061259217,0.056497175,0.052775874,0.048293089,0,0,0,0,0,0,0,0,0,0
O,BIV,2,95,1,95,4.564348191,115,0.34375,0.157534247,0.088957055,0.050699301,0.032186459,0.02248062,0.016365688,0.028596187,0.029563424,0.036348502,0,0,0,0,0,0,0,0,0,0,0.40625,0.417808219,0.297546012,0.178321678,0.113207547,0.081395349,0.069977427,0.05762565,0.0464077,0.043007769,0.0625,0.383561644,0.595092025,0.76048951,0.847946726,0.891472868,0.91027088,0.91117851,0.921966311,0.918978912,0.1875,0.04109589,0.018404908,0.01048951,0.006659267,0.004651163,0.003386005,0.002599653,0.002062564,0.001664817
O,BIW,0,199,1,210,5.351858133,138,0.34375,0.157534247,0.088957055,0.050699301,0.032186459,0.02248062,0.016365688,0.028596187,0.029563424,0.036348502,0,0,0,0,0,0,0,0,0,0,0.40625,0.417808219,0.297546012,0.178321678,0.113207547,0.081395349,0.069977427,0.05762565,0.0464077,0.043007769,0.0625,0.383561644,0.595092025,0.76048951,0.847946726,0.891472868,0.91027088,0.91117851,0.921966311,0.918978912,0.1875,0.04109589,0.018404908,0.01048951,0.006659267,0.004651163,0.003386005,0.002599653,0.002062564,0.001664817
